review,rating,date,bank,source,lang,translated_review,processed_review,sentiment_score,sentiment_label,vader_sentiment,sentiment,label
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen,Google Play,en,"Simple, Fast and Easy ⭐⭐⭐🎉",simple fast easy,0.4404,positive,positive,positive,positive
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen,Google Play,unknown,"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",የሚገርም aplication ነው ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው,-0.5053,negative,negative,neutral,positive
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen,Google Play,so,Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra godina jimmaa magaalaa aggaaroo irraa muaz abamecha abamilki,0.0,neutral,neutral,neutral,positive
It doesn't work,1,2025-02-07,Dashen,Google Play,af,It doesn't work,work,0.0,neutral,neutral,neutral,negative
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen,Google Play,en,"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",dashen super app super easy use secure fast transaction love,0.9558,positive,positive,positive,positive
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen,Google Play,en,"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",tried new dash bank super app today amazingly easy recommend download use really like,0.9079,positive,positive,positive,positive
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen,Google Play,nl,Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,0.0,neutral,neutral,positive,positive
"Good app, bad security",3,2025-02-06,Dashen,Google Play,en,"Good app, bad security",good app bad security,0.2023,positive,positive,positive,neutral
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen,Google Play,en,On Transaction page only show sent Transaction. Try to include received transaction.,transaction page show sent transaction try include received transaction,0.0,neutral,neutral,neutral,positive
Wonderful Application 😍,5,2025-02-05,Dashen,Google Play,en,Wonderful Application 😍,wonderful application,0.5719,positive,positive,positive,positive
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen,Google Play,unknown,አሁን ገና አንድ እርምጃ ቀደማችው,አሁን ገና አንድ እርምጃ ቀደማችው,0.0,neutral,neutral,neutral,positive
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen,Google Play,en,I am so thankful for having this best app Dashen one step ahead,thankful best app dashen one step ahead,0.8748,positive,positive,positive,positive
Not good this app,1,2025-02-04,Dashen,Google Play,en,Not good this app,good app,-0.3412,negative,negative,positive,negative
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen,Google Play,en,Excellent app ever but it needs improvement on speed and transaction lists,excellent app ever need improvement speed transaction list,0.7469,positive,positive,positive,negative
"It does not work functional ,",1,2025-02-02,Dashen,Google Play,en,"It does not work functional ,",work functional,0.0,neutral,neutral,neutral,negative
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen,Google Play,en,all of dashen bank customers use the application it is good to use,dashen bank customer use application good use,0.4404,positive,positive,positive,positive
Gret experience,5,2025-02-01,Dashen,Google Play,fr,Gret experience,gret experience,0.0,neutral,neutral,neutral,positive
All good we need more,3,2025-01-31,Dashen,Google Play,cy,All good we need more,good need,0.4404,positive,positive,positive,neutral
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen,Google Play,en,"Dashen super app is easy to use, fast and robust",dashen super app easy use fast robust,0.8481,positive,positive,positive,positive
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen,Google Play,en,it was amazing app.....thank you dashen bank....,amazing app thank dashen bank,0.5859,positive,positive,positive,positive
Dashen bank super app for easy life.,5,2025-01-30,Dashen,Google Play,en,Dashen bank super app for easy life.,dashen bank super app easy life,0.7783,positive,positive,positive,positive
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen,Google Play,en,Excellent UI/UX and beyond Banking services👍👍,excellent beyond banking,0.5719,positive,positive,positive,positive
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen,Google Play,en,Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,send oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,0.0772,positive,positive,neutral,negative
Just Wow,5,2025-01-29,Dashen,Google Play,en,Just Wow,wow,0.5859,positive,positive,positive,positive
